Rank,Company,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Number_of_employees,MarketCap_Updated_M,Revenues_M,RevenuePercentChange,Profits_M,Assets_M,CEO,HeadquartersCity,HeadquartersState,Website,CompanyType
628,Greif,Materials,"Packaging, Containers",yes,no,no,no,-79,no,yes,n/a,12000.0,3264.0,5218.6,-17.8,359.2,5960.8,Ole G. Rosgaard,Delaware,Ohio,https://www.greif.com,Public
629,Comfort Systems USA,Engineering & Construction,Engineering & Construction,yes,no,no,yes,99,yes,no,n/a,15800.0,11337.0,5206.8,25.8,323.4,3305.6,Brian E. Lane,Houston,Texas,https://www.comfortsystemsusa.com,Public
630,TopBuild,Engineering & Construction,Engineering & Construction,yes,no,no,yes,17,yes,no,n/a,14012.0,14022.0,5194.7,3.7,614.3,5162.9,Robert M. Buck,Daytona Beach,Florida,https://www.topbuild.com,Public
631,Bread Financial Holdings,Business Services,Financial Data Services,yes,no,no,no,83,yes,no,n/a,7000.0,1841.0,5168.0,19.4,718.0,23141.0,Ralph J. Andretta,Columbus,Ohio,https://www.breadfinancial.com,Public
632,Coherent,Technology,Semiconductors and Other Electronic Components,no,no,no,yes,216,yes,no,n/a,26622.0,9203.0,5160.1,55.6,-259.5,13711.1,Vincent D. Mattera Jr.,Saxonburg,Pennsylvania,https://www.coherent.com,Public
633,Telephone & Data Systems,Telecommunications,Telecommunications,no,no,no,no,-18,no,yes,n/a,8800.0,1810.0,5160.0,-4.7,-500.0,13921.0,LeRoy T. Carlson Jr.,Chicago,Illinois,https://www.tdsinc.com,Public
634,Stifel Financial,Financials,Securities,yes,no,no,no,52,yes,no,n/a,9000.0,8036.0,5159.3,12.3,522.5,37727.5,Ronald J. Kruszewski,St. Louis,Missouri,https://www.stifel.com,Public
635,Urban Outfitters,Retailing,Specialty Retailers: Apparel,yes,yes,no,yes,31,yes,no,n/a,19460.0,4029.0,5153.2,7.5,287.7,4111.2,Richard A. Hayne,Philadelphia,Pennsylvania,https://www.urbn.com,Public
636,Terex,Industrials,Construction and Farm Machinery,yes,no,no,yes,66,yes,no,n/a,10200.0,4315.0,5151.5,16.6,518.0,3615.5,Simon  Meester,Norwalk,Connecticut,https://www.terex.com,Public
637,Ryerson Holding,Materials,Metals,yes,no,no,yes,-83,no,yes,n/a,4600.0,1140.0,5108.7,-19.2,145.7,2569.6,Edward J. Lehner,Chicago,Illinois,https://www.ryerson.com,Public
638,Snap-on,Industrials,Industrial Machinery,yes,no,no,yes,23,yes,no,n/a,13200.0,15652.0,5108.3,5.5,1011.1,7544.9,Nicholas T. Pinchuk,Kenosha,Wisconsin,https://www.snapon.com,Public
639,Flowers Foods,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,25,yes,no,n/a,9300.0,5001.0,5090.8,5.9,123.4,3427.0,A. Ryals McMullian,Thomasville,Georgia,https://www.flowersfoods.com,Public
640,First Horizon,Financials,Commercial Banks,yes,no,no,no,181,yes,no,n/a,7314.0,8546.0,5027.0,43.7,897.0,81661.0,D. Bryan Jordan,Memphis,Tennessee,https://www.firsthorizon.com,Public
641,Paychex,Business Services,Diversified Outsourcing Services,yes,no,no,yes,40,yes,no,n/a,16600.0,44186.0,5007.1,8.6,1557.3,10546.4,John B. Gibson,Rochester,New York,https://www.paychex.com,Public
642,Hasbro,Household Products,"Toys, Sporting Goods",no,no,no,no,-57,no,yes,n/a,5502.0,7845.0,5003.3,-14.6,-1489.3,6540.9,Christian P. Cocks,Pawtucket,Rhode Island,https://www.hasbro.com,Public
643,Sentry Insurance Group,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,54,yes,no,n/a,4507.0,-,4994.4,11.6,373.0,24980.9,Peter G. McPartland,Stevens Point,Wisconsin,https://www.sentry.com,Private
644,Ares Management,Financials,Securities,yes,yes,no,yes,139,yes,no,n/a,2850.0,41171.0,4991.8,33.4,474.3,24730.5,Michael J. Arougheti,Los Angeles,California,https://www.aresmgmt.com,Public
645,Lennox International,Industrials,Industrial Machinery,yes,no,no,no,25,yes,no,n/a,12600.0,17393.0,4981.9,5.6,590.1,2798.3,Alok Maskara,Richardson,Texas,https://lennox.com,Public
646,Peabody Energy,Energy,"Mining, Crude-Oil Production",yes,no,no,no,4,yes,no,n/a,5400.0,3088.0,4946.7,-0.7,759.6,5962.1,James C. Grech,St. Louis,Missouri,https://www.peabodyenergy.com,Public
647,Kemper,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-46,no,yes,n/a,8100.0,3984.0,4944.2,-11.3,-272.1,12742.7,Joseph P. Lacher Jr.,Chicago,Illinois,https://www.kemper.com,Public
648,Nexstar Media Group,Media,Entertainment,yes,yes,no,yes,-15,no,yes,n/a,12586.0,5759.0,4933.0,-5.3,346.0,12078.0,Perry A. Sook,Irving,Texas,https://www.nexstar.tv,Public
649,TelevisaUnivision,Media,Entertainment,no,no,no,no,31,yes,no,n/a,14000.0,-,4928.0,6.5,-873.6,17297.8,Wade C. Davis,New York,New York,https://corporate.televisaunivision.com,Private
650,Tempur Sealy International,Household Products,"Home Equipment, Furnishings",yes,no,no,no,5,yes,no,n/a,12000.0,9865.0,4925.4,0.1,368.1,4553.9,Scott L. Thompson,Lexington,Kentucky,https://www.tempursealy.com,Public
651,TriNet Group,Business Services,Diversified Outsourcing Services,yes,no,no,no,7,yes,no,n/a,3600.0,6700.0,4922.0,0.8,375.0,3693.0,Mike  Simonds,Dublin,California,https://www.trinet.com,Public
652,Worthington Enterprises,Materials,Metals,yes,no,no,no,-23,no,yes,n/a,8200.0,3111.0,4916.4,-6.2,256.5,3650.9,B. Andrew Rose,Columbus,Ohio,https://www.worthingtonenterprises.com,Public
653,Maximus,Technology,Information Technology Services,yes,no,no,yes,26,yes,no,n/a,39600.0,5121.0,4904.7,5.9,161.8,3985.8,Bruce L. Caswell,McLean,Virginia,https://www.maximus.com,Public
654,Compass,Technology,Internet Services and Retailing,no,yes,no,no,-82,no,yes,n/a,2549.0,1769.0,4885.0,-18.8,-321.3,1160.3,Robert L. Reffkin,New York,New York,https://www.compass.com,Public
655,Brink's,Business Services,Diversified Outsourcing Services,yes,no,no,no,38,yes,no,n/a,67100.0,4132.0,4874.6,7.5,87.7,6601.8,Mark Eubanks,Richmond,Virginia,https://www.brinks.com,Public
656,Kelly Services,Business Services,Temporary Help,yes,no,no,no,-4,no,yes,n/a,6200.0,884.0,4835.7,-2.6,36.4,2581.6,Peter W. Quigley,Troy,Michigan,https://www.kellyservices.com,Public
657,Navient,Financials,Diversified Financials,yes,no,no,yes,107,yes,no,n/a,4500.0,1962.0,4828.0,25.8,228.0,61375.0,David L. Yowan,Herndon,Virginia,https://www.navient.com,Public
658,Puget Energy,Energy,Utilities: Gas and Electric,yes,no,yes,yes,62,yes,no,n/a,3340.0,-,4816.6,14.1,53.7,17732.5,Mary E. Kipp,Bellevue,Washington,https://www.pugetenergy.com,Private
659,AMC Entertainment Holdings,Media,Entertainment,no,no,no,yes,103,yes,no,n/a,18347.0,979.0,4812.6,23.0,-396.6,9009.2,Adam M. Aron,Leawood,Kansas,https://www.amctheatres.com,Public
660,Encompass Health,Health Care,Health Care: Medical Facilities,yes,no,no,yes,-3,no,yes,n/a,30059.0,8270.0,4801.2,-1.8,352.0,6102.4,Mark J. Tarr,Birmingham,Alabama,https://www.encompasshealth.com,Public
661,Skyworks Solutions,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-56,no,yes,n/a,9701.0,17379.0,4772.4,-13.0,982.8,8426.7,Liam K. Griffin,Irvine,California,https://www.skyworksinc.com,Public
662,Timken,Industrials,Industrial Machinery,yes,no,no,yes,34,yes,no,n/a,19602.0,6154.0,4769.0,6.1,394.1,6541.7,Richard G. Kyle,North Canton,Ohio,https://www.timken.com,Public
663,Liberty Energy,Energy,"Oil and Gas Equipment, Services",yes,yes,no,yes,62,yes,no,n/a,5500.0,3441.0,4747.9,14.4,556.3,3033.6,Christopher A. Wright,Denver,Colorado,https://libertyenergy.com,Public
664,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,11,yes,no,n/a,22000.0,3790.0,4727.0,1.5,254.0,9680.0,John E. Geller Jr.,Orlando,Florida,https://www.marriottvacationsworldwide.com,Public
665,Leggett & Platt,Household Products,"Home Equipment, Furnishings",no,no,no,no,-27,no,yes,n/a,19300.0,2562.0,4725.3,-8.2,-136.8,4634.5,J. Mitchell Dolloff,Carthage,Missouri,https://www.leggett.com,Public
666,Big Lots,Retailing,Specialty Retailers: Other,no,no,no,no,-57,no,yes,n/a,21150.0,127.0,4722.1,-13.6,-481.9,3325.3,Bruce K. Thorn,Columbus,Ohio,https://www.biglots.com,Public
667,Weis Markets,Food & Drug Stores,Food & Drug Stores,yes,no,no,no,5,yes,no,n/a,23000.0,1732.0,4697.0,,103.8,2039.6,Jonathan H. Weis,Sunbury,Pennsylvania,https://www.weismarkets.com,Public
668,Pinnacle West Capital,Energy,Utilities: Gas and Electric,yes,no,no,yes,47,yes,no,n/a,6133.0,9215.0,4696.0,8.6,501.6,24661.2,Jeffrey B Guldner,Phoenix,Arizona,https://www.pinnaclewest.com,Public
669,EPAM Systems,Technology,Information Technology Services,yes,yes,no,no,-6,no,yes,n/a,53150.0,15970.0,4690.5,-2.8,417.1,4352.4,Arkadiy Dobkin,Newtown,Pennsylvania,https://www.epam.com,Public
670,Antero Resources,Energy,"Mining, Crude-Oil Production",yes,yes,no,yes,-166,no,yes,n/a,604.0,8804.0,4682.0,-34.4,242.9,13619.4,Paul M. Rady,Denver,Colorado,https://www.anteroresources.com,Public
671,Bloomin' Brands,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,33,yes,no,n/a,87000.0,2497.0,4671.5,5.8,247.4,3424.1,David J. Deno,Tampa,Florida,https://www.bloominbrands.com,Public
672,MDU Resources Group,Energy,Energy,yes,no,yes,no,-157,no,yes,n/a,9145.0,5138.0,4657.3,-33.2,414.7,7833.2,Nicole A. Kivisto,Bismarck,North Dakota,https://www.mdu.com,Public
673,MDC Holdings,Engineering & Construction,Homebuilders,yes,no,no,yes,-78,no,yes,n/a,1760.0,4721.0,4642.9,-18.8,401.0,5631.1,David D. Mandarich,Denver,Colorado,https://www.mdcholdings.com,Private
674,Texas Roadhouse,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,66,yes,no,n/a,91000.0,10323.0,4631.7,15.4,304.9,2793.4,Gerald L. Morgan,Louisville,Kentucky,https://www.texasroadhouse.com,Public
675,Mercury General,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,121,yes,no,n/a,4100.0,2857.0,4629.6,27.1,96.3,7103.4,Gabriel Tirador,Los Angeles,California,https://www.mercuryinsurance.com,Public
676,Fortune Brands Innovations,Materials,"Building Materials, Glass",yes,no,no,yes,-207,no,yes,n/a,11700.0,10643.0,4626.2,-41.6,404.5,6565.0,Nicholas I. Fink,Deerfield,Illinois,https://www.fbin.com,Public
677,Zions Bancorp.,Financials,Commercial Banks,yes,no,no,no,168,yes,no,n/a,9679.0,6406.0,4624.0,38.6,680.0,87203.0,Paul E. Burdiss,Salt Lake City,Utah,https://www.zionsbancorporation.com,Public
678,JELD-WEN Holding,Materials,"Building Materials, Glass",yes,no,no,no,-39,no,yes,n/a,17700.0,1825.0,4606.2,-10.2,62.4,2980.1,William J. Christensen,Charlotte,North Carolina,https://www.jeld-wen.com,Public
679,Snap,Technology,Internet Services and Retailing,no,yes,no,yes,5,yes,no,n/a,5289.0,18949.0,4606.1,0.1,-1322.5,7967.8,Evan Spiegel,Santa Monica,California,https://www.snap.com,Public
680,Zebra Technologies,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-89,no,yes,n/a,9750.0,15493.0,4584.0,-20.7,296.0,7306.0,William J. Burns,Lincolnshire,Illinois,https://www.zebra.com,Public
681,Agilon Health,Health Care,Health Care: Pharmacy and Other Services,no,no,no,yes,260,yes,no,n/a,1117.0,2498.0,4583.1,69.2,-262.6,1740.9,Steven J. Sell,Austin,Texas,https://www.agilonhealth.com,Public
682,Toro,Industrials,Construction and Farm Machinery,yes,no,no,no,12,yes,no,n/a,10706.0,9567.0,4553.2,0.9,329.7,3644.3,Richard M. Olson,Bloomington,Minnesota,https://www.thetorocompany.com,Public
683,Zoom Video Communications,Technology,Computer Software,yes,yes,no,no,24,yes,no,n/a,7420.0,20105.0,4527.2,3.1,637.5,9929.8,Eric S. Yuan,San Jose,California,https://www.zoom.com,Public
684,Tetra Tech,Engineering & Construction,Engineering & Construction,yes,no,no,yes,135,yes,no,n/a,27000.0,9876.0,4522.6,29.1,273.4,3820.5,Dan L. Batrack,Pasadena,California,https://www.tetratech.com,Public
685,Public Storage,Financials,Real estate,yes,no,no,yes,39,yes,no,n/a,6200.0,50965.0,4517.7,8.0,2148.3,19809.2,Joseph D. Russell Jr.,Glendale,California,https://www.publicstorage.com,Public
686,Illumina,Technology,"Scientific,Photographic and  Control Equipment",no,no,no,no,1,yes,no,n/a,11490.0,21820.0,4504.0,-1.7,-1161.0,10111.0,Jacob Thaysen,San Diego,California,https://www.illumina.com,Public
687,Ventas,Financials,Real estate,no,no,yes,yes,43,yes,no,n/a,486.0,17523.0,4497.8,8.9,-41.0,24725.4,Debra A. Cafaro,Chicago,Illinois,https://www.ventasreit.com,Public
688,FMC,Chemicals,Chemicals,yes,no,no,no,-99,no,yes,n/a,6600.0,7951.0,4486.8,-22.7,1321.5,11926.2,Pierre R. Brondeau,Philadelphia,Pennsylvania,https://www.fmc.com,Public
689,ArcBest,Transportation,"Trucking, Truck Leasing",yes,no,yes,no,-68,no,yes,n/a,15000.0,3349.0,4483.4,-15.8,195.4,2485.1,Judy R. McReynolds,Fort Smith,Arkansas,https://www.arcb.com,Public
690,Domino's Pizza,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,2,yes,no,n/a,8850.0,17306.0,4479.4,-1.3,519.1,1674.9,Russell J. Weiner,Ann Arbor,Michigan,https://www.dominos.com,Public
691,ASGN,Business Services,Diversified Outsourcing Services,yes,no,no,no,-3,no,yes,n/a,15450.0,4871.0,4450.6,-2.8,219.3,3544.6,Theodore S. Hanson,Glen Allen,Virginia,https://www.asgn.com,Public
692,Rivian Automotive,Motor Vehicles & Parts,Motor Vehicles & Parts,no,yes,no,yes,0,no,no,n/a,16790.0,10703.0,4434.0,167.4,-5432.0,16778.0,Robert J. Scaringe,Irvine,California,https://rivian.com,Public
693,Elanco Animal Health,Health Care,Pharmaceuticals,no,no,no,yes,12,yes,no,n/a,9800.0,8026.0,4417.0,0.1,-1231.0,14362.0,Jeffrey N. Simmons,Greenfield,Indiana,https://www.elanco.com,Public
694,Graham Holdings,Business Services,Education,yes,no,no,yes,61,yes,no,n/a,17006.0,3422.0,4414.9,12.5,205.3,7187.7,Timothy J. O?Shaughnessy,Arlington,Virginia,https://www.ghco.com,Public
695,Floor & Decor Holdings,Retailing,Specialty Retailers: Other,yes,no,no,yes,23,yes,no,n/a,11320.0,13871.0,4413.9,3.5,246.0,4662.6,Thomas V. Taylor,Atlanta,Georgia,https://www.flooranddecor.com,Public
696,Applied Industrial Technologies,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,74,yes,no,n/a,6200.0,7639.0,4412.8,15.8,346.7,2743.3,Neil A. Schrimsher,Cleveland,Ohio,https://www.applied.com,Public
697,PriceSmart,Retailing,General Merchandisers,yes,yes,no,yes,40,yes,no,n/a,11000.0,2563.0,4411.8,8.5,109.2,2005.6,Robert E. Price,San Diego,California,https://www.pricesmart.com,Public
698,Lyft,Technology,Internet Services and Retailing,no,no,no,no,36,yes,no,n/a,2945.0,7736.0,4403.6,7.5,-340.3,4564.5,John David Risher,San Francisco,California,https://investor.lyft.com,Public
699,Ciena,Technology,Network and Other Communications Equipment,yes,no,no,yes,98,yes,no,n/a,8398.0,7151.0,4386.5,20.8,254.8,5601.5,Gary B. Smith,Hanover,Maryland,https://www.ciena.com,Public
700,IAC,Technology,Internet Services and Retailing,yes,no,no,no,-70,no,yes,n/a,9500.0,4585.0,4365.2,-16.6,265.9,10371.2,Joseph M. Levin,New York,New York,https://www.iac.com,Public
701,Country Financial,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,59,yes,no,n/a,3275.0,-,4358.3,11.4,-65.4,17272.8,Jim Jacobs,Bloomington,Illinois,https://www.countryfinancial.com,Private
702,Western Union,Business Services,Financial Data Services,yes,no,no,yes,-4,no,yes,n/a,9000.0,4784.0,4357.0,-2.6,626.0,8198.8,Devin B. McGranahan,Denver,Colorado,https://www.westernunion.com,Public
703,Flowserve,Industrials,Industrial Machinery,yes,no,no,no,97,yes,no,n/a,16000.0,5994.0,4320.6,19.5,186.7,5108.7,R. Scott Rowe,Irving,Texas,https://www.flowserve.com,Public
704,Western Alliance Bancorp.,Financials,Commercial Banks,yes,no,no,no,187,yes,no,n/a,3260.0,7073.0,4316.0,43.1,722.4,70862.0,Kenneth A. Vecchione,Phoenix,Arizona,https://www.westernalliancebancorporation.com,Public
705,Option Care Health,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,no,45,yes,no,n/a,6806.0,5819.0,4302.3,9.1,267.1,3217.0,John C. Rademacher,Bannockburn,Illinois,https://www.optioncarehealth.com,Public
706,SiteOne Landscape Supply,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,35,yes,no,n/a,7585.0,7887.0,4301.2,7.1,173.4,2828.9,Doug Black,Roswell,Georgia,https://www.siteone.com,Public
707,Topgolf Callaway Brands,"Hotels, Restaurants & Leisure","Toys, Sporting Goods",yes,no,no,no,36,yes,no,n/a,32000.0,2969.0,4284.8,7.2,95.0,9120.6,Oliver G. Brewer III,Carlsbad,California,https://www.topgolfcallawaybrands.com,Public
708,eXp World Holdings,Financials,Real estate,no,yes,no,yes,-23,no,yes,n/a,2114.0,1570.0,4281.1,-6.9,-9.0,385.7,Glenn Sanford,Bellingham,Washington,https://www.expworldholdings.com,Public
709,Abercrombie & Fitch,Retailing,Specialty Retailers: Apparel,yes,no,yes,yes,80,yes,no,n/a,19200.0,6317.0,4280.7,15.8,328.1,2974.2,Fran Horowitz,New Albany,Ohio,https://www.abercrombie.com,Public
710,Atmos Energy,Energy,Utilities: Gas and Electric,yes,no,no,yes,12,yes,no,n/a,5019.0,17930.0,4275.4,1.8,885.9,22517.0,John K. Akers,Dallas,Texas,https://www.atmosenergy.com,Public
711,Catalent,Health Care,Pharmaceuticals,no,no,no,no,-49,no,yes,n/a,17800.0,10203.0,4263.0,-11.2,-256.0,10777.0,Alessandro Maselli,Somerset,New Jersey,https://www.catalent.com,Public
712,Brown & Brown,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,95,yes,no,n/a,16152.0,24979.0,4257.1,19.1,870.5,14883.4,J. Powell Brown,Daytona Beach,Florida,https://www.bbinsurance.com,Public
713,GoDaddy,Technology,Internet Services and Retailing,yes,no,no,no,22,yes,no,n/a,6159.0,16909.0,4254.1,4.0,1374.8,7564.9,Aman Bhutani,Tempe,Arizona,https://www.godaddy.com,Public
714,American Water Works,Energy,Utilities: Gas and Electric,yes,no,yes,no,60,yes,no,n/a,6500.0,23809.0,4234.0,11.7,944.0,30298.0,M. Susan Hardwick,Camden,New Jersey,https://www.amwater.com,Public
715,Selective Insurance Group,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,95,yes,no,n/a,2650.0,6637.0,4232.1,18.9,365.2,11802.5,John J. Marchioni,Branchville,New Jersey,https://www.selective.com,Public
716,Brown-Forman,"Food, Beverages & Tobacco",Beverages,yes,no,no,yes,35,yes,no,n/a,5600.0,24617.0,4228.0,7.5,783.0,7777.0,Lawson E. Whiting,Louisville,Kentucky,https://www.brown-forman.com,Public
717,Advantage Solutions,Business Services,"Advertising, marketing",no,no,no,no,21,yes,no,n/a,45000.0,1387.0,4224.8,4.3,-63.3,3779.3,David Peacock,Irvine,California,https://www.advantagesolutions.net,Public
718,ResMed,Health Care,Medical Products and Equipment,yes,no,no,yes,86,yes,no,n/a,10140.0,29087.0,4223.0,18.0,897.6,6751.7,Michael J. Farrell,San Diego,California,https://www.resmed.com,Public
719,Splunk,Technology,Computer Software,yes,no,no,no,76,yes,no,n/a,7500.0,15868.0,4215.6,15.4,263.7,6687.4,Gary Steele,San Francisco,California,https://www.splunk.com,Private
720,Plexus,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,49,yes,no,n/a,25000.0,2618.0,4210.3,10.5,139.1,3321.2,Todd P. Kelsey,Neenah,Wisconsin,https://www.plexus.com,Public
721,Hub Group,Transportation,Transportation and Logistics,yes,no,no,yes,-101,no,yes,n/a,5950.0,2715.0,4202.6,-21.3,167.5,2936.0,Phillip D. Yeager,Oak Brook,Illinois,https://www.hubgroup.com,Public
722,Lincoln Electric Holdings,Industrials,Industrial Machinery,yes,no,no,no,55,yes,no,n/a,12000.0,14515.0,4191.6,11.4,545.2,3377.3,Steven B. Hedlund,Cleveland,Ohio,https://www.lincolnelectric.com,Public
723,NCR Atleos,Business Services,Financial Data Services,no,no,no,no,0,no,no,n/a,20000.0,1424.0,4191.0,,-134.0,5741.0,Timothy C. Oliver,Atlanta,Georgia,https://www.ncratleos.com,Public
724,Calumet,Energy,Petroleum Refining,yes,no,no,yes,-50,no,yes,n/a,1580.0,1192.0,4181.0,-10.8,48.1,2751.3,Todd Borgmann,Indianapolis,Indiana,https://www.calumetspecialty.com,Public
725,Dycom Industries,Engineering & Construction,Engineering & Construction,yes,no,no,yes,46,yes,no,n/a,15611.0,4176.0,4175.6,9.6,218.9,2516.9,Steven E. Nielsen,Palm Beach Gardens,Florida,https://www.dycomind.com,Public
726,Valmont Industries,Materials,Metals,yes,no,no,no,-15,no,yes,n/a,11125.0,4608.0,4174.6,-3.9,150.8,3477.4,Avner M. Applbaum,Omaha,Nebraska,https://www.valmont.com,Public
727,ATI,Materials,Metals,yes,no,yes,yes,38,yes,no,n/a,7300.0,6368.0,4173.7,8.8,410.8,4985.1,Kimberly A. Fields,Dallas,Texas,https://www.atimaterials.com,Public
728,Twilio,Technology,Internet Services and Retailing,no,no,no,no,39,yes,no,n/a,5867.0,11133.0,4153.9,8.6,-1015.4,11609.7,Khozema Z. Shipchandler,San Francisco,California,https://www.twilio.com,Public
729,CNO Financial Group,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,77,yes,no,n/a,3500.0,2986.0,4146.8,15.9,276.5,35102.5,Gary C. Bhojwani,Carmel,Indiana,https://www.cnoinc.com,Public
730,Patterson-UTI Energy,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,221,yes,no,n/a,10600.0,4874.0,4146.5,56.6,246.3,7420.0,William A. Hendricks Jr.,Houston,Texas,https://www.patenergy.com,Public
731,Brinker International,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,42,yes,no,n/a,64323.0,2197.0,4133.2,8.7,102.6,2487.0,Kevin D. Hochman,Dallas,Texas,https://www.brinker.com,Public
732,Charles River Laboratories International,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,yes,13,yes,no,n/a,21100.0,13957.0,4129.4,3.9,474.6,8195.0,James C. Foster,Wilmington,Massachusetts,https://www.criver.com,Public
